source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
EB_SC_70	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_70	1	69	run 84	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_71	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_71	1	70	run 85	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_73	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_73	1	71	run 86	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_74	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_74	1	72	run 87	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_75	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_75	1	73	run 88	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_76	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_76	1	74	run 89	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_77	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_77	1	75	run 90	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_78	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_78	1	76	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_79	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_79	1	77	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_80	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_80	1	78	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_81	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_81	1	79	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_82	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_82	1	80	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_82.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_83	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_83	1	81	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_85	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_85	1	82	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_86	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_86	1	83	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_87	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_87	1	84	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_88	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_88	1	85	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_89	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_89	1	86	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_89.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_90	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_90	1	87	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_91	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_91	1	88	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_92	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_92	1	89	run 104	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_93	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_93	1	90	run 105	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_93.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_94	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_94	1	91	run 106	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_94.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_95	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_95	1	92	run 107	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_95.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_20cellpool_1	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	pooled	cellenONE	EB_20cellpool_1	20	1	run 108	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_20cellpool_2	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	pooled	cellenONE	EB_20cellpool_2	20	2	run 109	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_20cellpool_3	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	pooled	cellenONE	EB_20cellpool_3	20	3	run 110	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_20cellpool_4	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	pooled	cellenONE	EB_20cellpool_4	20	4	run 111	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_20Cellc_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
