source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
EB_SC_13	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_13	1	13	run 28	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_14	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_14	1	14	run 29	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_15	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_15	1	15	run 30	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_16	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_16	1	16	run 31	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_17	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_17	1	17	run 32	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_18	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_18	1	18	run 33	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_19	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_19	1	19	run 34	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_20	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_20	1	20	run 35	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_21	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_21	1	21	run 36	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_22	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_22	1	22	run 37	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_23	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_23	1	23	run 38	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_24	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_24	1	24	run 39	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_25	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_25	1	25	run 40	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_26	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_26	1	26	run 41	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_27	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_27	1	27	run 42	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_28	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_28	1	28	run 43	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_29	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_29	1	29	run 44	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_30	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_30	1	30	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_31	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_31	1	31	run 46	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_32	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_32	1	32	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_33	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_33	1	33	run 48	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_34	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_34	1	34	run 49	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_35	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_35	1	35	run 50	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_36	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_36	1	36	run 51	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_37	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_37	1	37	run 52	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_38	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_38	1	38	run 53	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_39	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_39	1	39	run 54	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
EB_SC_40	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	NT=embryoid body;AC=BTO:0001718	NT=normal;AC=PATO:0000461	not available	not available	hi12	single cell	cellenONE	EB_SC_40	1	40	run 55	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	not available	20231207	1	1	20231207_AST5_Evo5_ML_SA_40SPD_DIA_SCP_EB_1Cellc_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=embryoid body;AC=BTO:0001718
