source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[facs sorting mode]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cells per well]	factor value[cell type]
HeLa_micro_150cell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	manual picking	not applicable	150	not applicable	2	HeLa_150cell_I16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	10 ppm	not applicable	not applicable	not applicable	1	1	HeLa_150cell_I16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	150	NT=HeLa cell;AC=CLO:0003684
HeLa_micro_150cell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	manual picking	not applicable	150	not applicable	3	HeLa_150cell_I18	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	10 ppm	not applicable	not applicable	not applicable	1	1	HeLa_150cell_I18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	150	NT=HeLa cell;AC=CLO:0003684
HeLa_micro_500cell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	manual picking	not applicable	500	not applicable	1	HeLa_500cell_J5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	10 ppm	not applicable	not applicable	not applicable	1	1	HeLa_500cell_J5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_micro_500cell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	manual picking	not applicable	500	not applicable	2	HeLa_500cell_K8	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	10 ppm	not applicable	not applicable	not applicable	1	1	HeLa_500cell_K8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_micro_500cell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	manual picking	not applicable	500	not applicable	3	HeLa_500cell_K16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	10 ppm	not applicable	not applicable	not applicable	1	1	HeLa_500cell_K16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	500	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_10cell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	10	not available	1	AutoPOTS_FACS_HeLa10cells_G6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa10cells_G6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	10	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_10cell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	10	not available	2	AutoPOTS_FACS_HeLa10cell_G16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa10cell_G16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	10	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_10cell_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	10	not available	3	AutoPOTS_FACS_HeLa10cell_G21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa10cell_G21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	10	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_100cell_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	100	not available	1	AutoPOTS_FACS_HeLa100cells_F8	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa100cells_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	100	NT=HeLa cell;AC=CLO:0003684
HeLa_facs_100cell_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell line	NT=African American;AC=HANCESTRO:0568	30Y6M	female	HeLa_donor	not available	FACS	not applicable	100	not available	2	AutoPOTS_FACS_HeLa100cells_F19	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	20 ppm	15 ppm	not applicable	not applicable	not available	1	1	AutoPOTS_FACS_HeLa100cells_F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	100	NT=HeLa cell;AC=CLO:0003684
