source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[enrichment marker]	characteristics[cells per well]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
N0628_D4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_D4	single cell	1	run 22	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_D4_DIA_ne2_IO_L15_072023_Slot1-292_1_2390.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_D5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_D5	single cell	1	run 23	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_D5_DIA_ne2_IO_L15_072023_Slot1-293_1_2391.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_D6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_D6	single cell	1	run 24	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_D6_DIA_ne2_IO_L15_072023_Slot1-294_1_2392.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E1	single cell	1	run 25	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E1_DIA_ne2_IO_L15_072023_Slot1-265_1_2393.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E2	single cell	1	run 26	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E2_DIA_ne2_IO_L15_072023_Slot1-266_1_2394.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E3	single cell	1	run 27	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E3_DIA_ne2_IO_L15_072023_Slot1-267_1_2395.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E4	single cell	1	run 28	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E4_DIA_ne2_IO_L15_072023_Slot1-268_1_2396.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E5	single cell	1	run 29	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E5_DIA_ne2_IO_L15_072023_Slot1-269_1_2397.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_E6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_E6	single cell	1	run 30	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_E6_DIA_ne2_IO_L15_072023_Slot1-270_1_2398.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F1	single cell	1	run 31	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F1_DIA_ne2_IO_L15_072023_Slot1-241_1_2404.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F2	single cell	1	run 32	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F2_DIA_ne2_IO_L15_072023_Slot1-242_1_2411.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F3	single cell	1	run 33	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F3_DIA_ne2_IO_L15_072023_Slot1-243_1_2412.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F4	single cell	1	run 34	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F4_DIA_ne2_IO_L15_072023_Slot1-244_1_2413.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F5	single cell	1	run 35	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F5_DIA_ne2_IO_L15_072023_Slot1-245_1_2414.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_F6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_F6	single cell	1	run 36	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_F6_DIA_ne2_IO_L15_072023_Slot1-246_1_2415.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G1	single cell	1	run 37	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G1_DIA_ne2_IO_L15_072023_Slot1-217_1_2416.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G2	single cell	1	run 38	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G2_DIA_ne2_IO_L15_072023_Slot1-218_1_2417.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G3	single cell	1	run 39	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G3_DIA_ne2_IO_L15_072023_Slot1-219_1_2418.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G4	single cell	1	run 40	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G4_DIA_ne2_IO_L15_072023_Slot1-220_1_2419.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G5	single cell	1	run 41	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G5_DIA_ne2_IO_L15_072023_Slot1-221_1_2420.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
N0628_G6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	N0628	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	N0628_G6	single cell	1	run 42	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	N0628	1	1	Sg_N0628_G6_DIA_ne2_IO_L15_072023_Slot1-222_1_2421.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
