source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[treatment]	characteristics[sampling time]	characteristics[cell viability]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]	factor value[sampling time]
A549_TDX_48h_R9_TMT128C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R9_TMT128C	1	not pooled	69	run 1802	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128C;AC=PRIDE:0000521	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R9	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R9_TMT129N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R9_TMT129N	1	not pooled	70	run 1803	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129N;AC=PRIDE:0000525	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R9	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R9_TMT129C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R9_TMT129C	1	not pooled	71	run 1804	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129C;AC=PRIDE:0000524	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R9	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R9_TMT130C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R9_TMT130C	1	not pooled	72	run 1805	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130C;AC=PRIDE:0000527	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R9	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R9_CP_131	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	48 hour	live	NT=carrier;AC=PRIDE:0000901	FACS	carrier	200	pooled	pooled	run 1806	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131;AC=PRIDE:0000529	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R9	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	48 hour
A549_TDX_48h_R10_TMT126	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT126	1	not pooled	73	run 1807	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT126;AC=PRIDE:0000516	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R10_TMT127N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT127N	1	not pooled	74	run 1808	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127N;AC=PRIDE:0000519	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R10_TMT127C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT127C	1	not pooled	75	run 1809	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127C;AC=PRIDE:0000518	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R10_TMT128N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT128N	1	not pooled	76	run 1810	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128N;AC=PRIDE:0000522	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R10_TMT128C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT128C	1	not pooled	77	run 1811	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128C;AC=PRIDE:0000521	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R10_TMT129N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT129N	1	not pooled	78	run 1812	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129N;AC=PRIDE:0000525	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R10_TMT129C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT129C	1	not pooled	79	run 1813	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT129C;AC=PRIDE:0000524	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R10_TMT130C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R10_TMT130C	1	not pooled	80	run 1814	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT130C;AC=PRIDE:0000527	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R10_CP_131	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	48 hour	live	NT=carrier;AC=PRIDE:0000901	FACS	carrier	200	pooled	pooled	run 1815	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT131;AC=PRIDE:0000529	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R10	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not applicable	48 hour
A549_TDX_48h_R11_TMT126	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R11_TMT126	1	not pooled	81	run 1816	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT126;AC=PRIDE:0000516	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R11	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R11_TMT127N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R11_TMT127N	1	not pooled	82	run 1817	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127N;AC=PRIDE:0000519	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R11	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
A549_TDX_48h_R11_TMT127C	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R11_TMT127C	1	not pooled	83	run 1818	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT127C;AC=PRIDE:0000518	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R11	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Dimethyl Sulfoxide;AC=NCIT:C437	48 hour
A549_TDX_48h_R11_TMT128N	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell of lung;AC=CL:0000082	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Raltitrexed;AC=NCIT:C1804	48 hour	live	NT=single cell;AC=PRIDE:0000897	FACS	A549_TDX_48h_R11_TMT128N	1	not pooled	84	run 1819	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT128N;AC=PRIDE:0000522	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.05 Da	TMT131	not applicable	TDX_48h_R11	2020-12-04	1	1	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Raltitrexed;AC=NCIT:C1804	48 hour
