source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[carrier channel]	comment[reference channel]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]
Chip2_F11_TMT133N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT133N_heavy	1	110	run 218	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT133N;AC=PRIDE:0000632	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F11_TMT133C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT133C_light	1	109	run 219	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT133C;AC=PRIDE:0000633	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F11_TMT133C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT133C_heavy	1	110	run 220	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT133C;AC=PRIDE:0000633	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F11_TMT134C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT134C_light	1	111	run 221	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT134C;AC=PRIDE:0000642	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F11_TMT134C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT134C_heavy	1	112	run 222	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT134C;AC=PRIDE:0000642	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F11_TMT135N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT135N_light	1	111	run 223	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT135N;AC=PRIDE:0000670	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F11_TMT135N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F11_TMT135N_heavy	1	112	run 224	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT135N;AC=PRIDE:0000670	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT127N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT127N_light	1	113	run 225	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F14_TMT127N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT127N_heavy	1	113	run 226	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT128N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT128N_light	1	114	run 227	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT128N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT128N_heavy	1	115	run 228	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT128C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT128C_light	1	114	run 229	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F14_TMT128C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT128C_heavy	1	115	run 230	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F14_TMT129N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT129N_light	1	116	run 231	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT129N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT129N_heavy	1	117	run 232	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip2_F14_TMT129C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	not available	NT=chronic myeloid leukemia;AC=MONDO:0011996	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	NT=adult;AC=EFO:0001272	53Y	female	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT129C_light	1	116	run 233	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=K562;AC=EFO:0002067
Chip2_F14_TMT129C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip2_F14_TMT129C_heavy	1	118	run 234	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	TMT126	TMT134N	Chip2	1	1	Chip2_K562HeLa_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
