source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
U2OS_SC_control_20230626_12_B5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	12_B5	1	11	run 55	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_12_B5_1_14099.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_13_C5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	13_C5	1	12	run 56	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_13_C5_1_14100.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_14_D5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	14_D5	1	13	run 57	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_14_D5_1_14101.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_15_E5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	15_E5	1	14	run 58	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_15_E5_1_14102.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_16_F5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	16_F5	1	15	run 59	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_16_F5_1_14103.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_17_G5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	17_G5	1	16	run 60	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_17_G5_1_14104.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_19_A4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	19_A4	1	17	run 61	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_19_A4_1_14116.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_20_B4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	20_B4	1	18	run 62	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_20_B4_1_14117.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_21_C4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	21_C4	1	19	run 63	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_21_C4_1_14118.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_22_D4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	22_D4	1	20	run 64	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_22_D4_1_14119.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_23_E4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	23_E4	1	21	run 65	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_23_E4_1_14120.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_24_F4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	24_F4	1	22	run 66	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_24_F4_1_14121.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_25_G4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	25_G4	1	23	run 67	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_25_G4_1_14122.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_26_H4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	26_H4	1	24	run 68	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_26_H4_1_14123.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_28_B3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	28_B3	1	25	run 69	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_28_B3_1_14135.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_29_C3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	29_C3	1	26	run 70	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_29_C3_1_14136.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_30_D3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	30_D3	1	27	run 71	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_30_D3_1_14137.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_31_E3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	31_E3	1	28	run 72	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_31_E3_1_14138.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_32_F3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	32_F3	1	29	run 73	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_32_F3_1_14139.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_33_G3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	33_G3	1	30	run 74	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_33_G3_1_14140.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_35_A2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	35_A2	1	31	run 75	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_35_A2_1_14152.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_36_B2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	36_B2	1	32	run 76	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_36_B2_1_14153.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_37_C2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	37_C2	1	33	run 77	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_37_C2_1_14154.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_38_D2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	38_D2	1	34	run 78	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_38_D2_1_14155.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_39_E2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	39_E2	1	35	run 79	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_39_E2_1_14156.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_40_F2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	40_F2	1	36	run 80	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_40_F2_1_14157.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_41_G2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	41_G2	1	37	run 81	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_41_G2_1_14158.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_43_A1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	43_A1	1	38	run 82	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_43_A1_1_14170.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_44_B1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	44_B1	1	39	run 83	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_44_B1_1_14171.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
U2OS_SC_control_20230626_45_C1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=tibia;AC=UBERON:0000979	NT=epithelial cell;AC=CL:0000066	NT=osteosarcoma;AC=MONDO:0009807	NT=U-2 OS;AC=CLO:0009454	CVCL_0042	U2OS	15Y	female	not applicable	single cell	FACS	45_C1	1	40	run 84	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	15 ppm	Data-independent acquisition	diaPASEF	475	1000	25	1	1	20230626_KK_SC_control_45_C1_1_14172.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not applicable
