source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[biorepository]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[treatment]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[nanopots chip version]	comment[sample preparation batch]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample preparation batch]	factor value[nanopots chip version]
HeLa_single_cell_glassStd_1a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_1a	1	not applicable	not pooled	1	Substrate_comp_Standard_Method_NanoPOTSchip_1a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_1a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_1b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_1b	1	not applicable	not pooled	2	Substrate_comp_Standard_Method_NanoPOTSchip_1b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_1b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_1c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_1c	1	not applicable	not pooled	3	Substrate_comp_Standard_Method_NanoPOTSchip_1c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_1c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_2a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_2a	1	not applicable	not pooled	4	Substrate_comp_Standard_Method_NanoPOTSchip_2a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_2a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_2b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_2b	1	not applicable	not pooled	5	Substrate_comp_Standard_Method_NanoPOTSchip_2b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_2b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_2c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_2c	1	not applicable	not pooled	6	Substrate_comp_Standard_Method_NanoPOTSchip_2c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_2c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_5a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_5a	1	not applicable	not pooled	7	Substrate_comp_Standard_Method_NanoPOTSchip_5a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_5a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_5b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_5b	1	not applicable	not pooled	8	Substrate_comp_Standard_Method_NanoPOTSchip_5b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_5c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_5c	1	not applicable	not pooled	9	Substrate_comp_Standard_Method_NanoPOTSchip_5c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_5c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassStd_6a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassStd_6a	1	not applicable	not pooled	10	Substrate_comp_Standard_Method_NanoPOTSchip_6a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	multistep nanoPOTS	not applicable	not applicable	1	1	Substrate_comp_Standard_Method_NanoPOTSchip_6a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	multistep nanoPOTS	glass nanowell chip
HeLa_single_cell_glassRapid_1b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_1b	1	not applicable	not pooled	16	Substrate_comp_nanoPOTSChip_Rapid_Method_1b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_1b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_1c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_1c	1	not applicable	not pooled	17	Substrate_comp_nanoPOTSChip_Rapid_Method_1c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_1c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_2a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_2a	1	not applicable	not pooled	18	Substrate_comp_nanoPOTSChip_Rapid_Method_2a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_2a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_2c	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_2c	1	not applicable	not pooled	19	Substrate_comp_nanoPOTSChip_Rapid_Method_2c	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_2c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_3a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_3a	1	not applicable	not pooled	20	Substrate_comp_nanoPOTSChip_Rapid_Method_3a	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_3a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
HeLa_single_cell_glassRapid_3b	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	cell	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=uterine cervix;AC=UBERON:0000002	American Type Culture Collection	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	-80 °C	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=single cell;AC=PRIDE:0000897	cellenONE	glassRapid_3b	1	not applicable	not pooled	21	Substrate_comp_nanoPOTSChip_Rapid_Method_3b	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	NT=orbitrap;AC=MS:1000484	not available	not available	375 m/z	1575 m/z	glass nanowell chip	one-step Protease+DDM	not applicable	not applicable	1	1	Substrate_comp_nanoPOTSChip_Rapid_Method_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	one-step Protease+DDM	glass nanowell chip
