source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
HuCCT_G5_Slot2-13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	G5_Slot2-13	1	20	run 73	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_G5_DIA_IO_L15_Slot2-13_1_4363.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_G6_Slot2-14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	G6_Slot2-14	1	21	run 74	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_G6_DIA_IO_L15_Slot2-14_1_4364.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_G7_Slot2-15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	G7_Slot2-15	1	22	run 75	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_G7_DIA_IO_L15_Slot2-15_1_4365.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_G8_Slot2-16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	G8_Slot2-16	1	23	run 76	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_G8_DIA_IO_L15_Slot2-16_1_4366.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_G9_Slot2-17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	G9_Slot2-17	1	24	run 77	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_G9_DIA_IO_L15_Slot2-17_1_4367.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H11_Slot2-29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H11_Slot2-29	1	25	run 78	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H11_DIA_IO_L15_Slot2-29_1_4382.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H2_Slot2-20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H2_Slot2-20	1	26	run 79	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H2_DIA_IO_L15_Slot2-20_1_4370.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H3_Slot2-21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H3_Slot2-21	1	27	run 80	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H3_DIA_IO_L15_Slot2-21_1_4371.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H4_Slot2-22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H4_Slot2-22	1	28	run 81	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H4_DIA_IO_L15_Slot2-22_1_4372.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H5_Slot2-23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H5_Slot2-23	1	29	run 82	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H5_DIA_IO_L15_Slot2-23_1_4373.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H6_Slot2-24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H6_Slot2-24	1	30	run 83	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H6_DIA_IO_L15_Slot2-24_1_4374.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H6_Slot2-25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H6_Slot2-25	1	31	run 84	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H6_DIA_IO_L15_Slot2-25_1_4375.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_H9_Slot2-27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	H9_Slot2-27	1	32	run 85	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_H9_DIA_IO_L15_Slot2-27_1_4377.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_I10_Slot2-38	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	I10_Slot2-38	1	33	run 86	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_I10_DIA_IO_L15_Slot2-38_1_4429.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
HuCCT_I11_Slot2-39	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	NT=HuCCT-1 cell;AC=BTO:0003911	CVCL_0324	HuCC-T1	56Y	male	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	I11_Slot2-39	1	34	run 87	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	HuCCT_I11_DIA_IO_L15_Slot2-39_1_4430.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=HuCCT-1 cell;AC=BTO:0003911	untreated
