source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[culture medium]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[phenotype]
20230822_Bulk_HPAF_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	1	run 70	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPAF_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_Bulk_HPAF_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	2	run 71	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPAF_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_Bulk_HPAF_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	3	run 72	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPAF_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_Bulk_HPAF_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	4	run 73	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPAF_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_Bulk_HPAF_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	5	run 74	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPAF_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_Bulk_HPDE_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	not applicable	not applicable	not applicable	not applicable	1	run 75	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPDE_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_Bulk_HPDE_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	not applicable	not applicable	not applicable	not applicable	2	run 76	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPDE_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_Bulk_HPDE_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	not applicable	not applicable	not applicable	not applicable	3	run 77	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPDE_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_Bulk_HPDE_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	not applicable	not applicable	not applicable	not applicable	4	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPDE_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_Bulk_HPDE_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=normal;AC=PATO:0000461	NT=HPDE6-C7;AC=BTO:0006456	CVCL_0P38	HPDE6c7	63Y	female	Keratinocyte serum-free medium	not applicable	not applicable	not applicable	not applicable	not applicable	5	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_HPDE_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPDE6-C7;AC=BTO:0006456	not applicable
20230822_Bulk_MIA_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	1	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_MIA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_Bulk_MIA_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	2	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_MIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_Bulk_MIA_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	3	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_MIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_Bulk_MIA_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	4	run 83	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_MIA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_Bulk_MIA_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	5	run 84	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_MIA_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_Bulk_PANC_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	1	run 85	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_PANC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	not applicable
20230822_Bulk_PANC_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	2	run 86	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_PANC_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	not applicable
20230822_Bulk_PANC_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	3	run 87	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_PANC_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	not applicable
20230822_Bulk_PANC_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=PANC-1;AC=CLO:0008381	CVCL_0480	PANC-1	56Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	not applicable	not applicable	not applicable	not applicable	4	run 88	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-dependent acquisition	1	1	20230822_Bulk_PANC_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=PANC-1;AC=CLO:0008381	not applicable
20230822_SingleCells_AsPc_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_1	1	1	run 89	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_10	1	10	run 90	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_11	1	11	run 91	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_12	1	12	run 92	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_13	1	13	run 93	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
